"samp_session","id","treatment","prior_temp_24","prior_temp_26","prior_temp_28","prior_temp_30","prior_temp_32","prior_temp_34","lnmass_24","lnmass_26","lnmass_28","lnmass_30","lnmass_32","lnmass_34","z_lnmass_24","z_lnmass_26","z_lnmass_28","z_lnmass_30","z_lnmass_32","z_lnmass_34","lnmr_24","lnmr_26","lnmr_28","lnmr_30","lnmr_32","lnmr_34"
5,"ld0527",23,30,NA,17.7,16.1,28,NA,-1.45243416362444,NA,-1.41469383564159,-1.45243416362444,-1.41469383564159,NA,-0.0486207588355985,NA,0.133625687047391,-0.0486207588355985,0.133625687047391,NA,-6.26859933763764,NA,-6.27140337716571,-5.85672915746872,-5.89667755820923,NA
5,"ld0527",23,30,NA,17.7,16.1,28,NA,-1.45243416362444,NA,-1.41469383564159,-1.45243416362444,-1.41469383564159,NA,-0.0486207588355985,NA,0.133625687047391,-0.0486207588355985,0.133625687047391,NA,-6.15276752211251,NA,-6.43750929488047,-6.08619517452242,-5.76425297255989,NA
6,"ld0527",23,15.3,NA,17.4,24,NA,28,-1.40242374304977,NA,-1.33560124680437,-1.40242374304977,NA,-1.33560124680437,0.192877444650814,NA,0.515560449718732,0.192877444650814,NA,0.515560449718732,-6.31736081131592,NA,-6.28434445220901,-6.12623954275918,NA,-6.09049639819462
6,"ld0527",23,15.3,NA,17.4,24,NA,28,-1.40242374304977,NA,-1.33560124680437,-1.40242374304977,NA,-1.33560124680437,0.192877444650814,NA,0.515560449718732,0.192877444650814,NA,0.515560449718732,-6.57275768419481,NA,-6.49103124155971,-5.99550535475572,NA,-5.96946643267016
7,"ld0527",23,NA,NA,NA,NA,NA,NA,-1.29828348379718,NA,-1.3130438993803,-1.29828348379718,-1.3130438993803,NA,0.695766347225932,NA,0.624488925339131,0.695766347225932,0.624488925339131,NA,-6.85254773408664,NA,-6.01460603839972,-5.96690496739154,-5.85737424875869,NA
7,"ld0527",23,NA,NA,NA,NA,NA,NA,-1.29828348379718,NA,-1.3130438993803,-1.29828348379718,-1.3130438993803,NA,0.695766347225932,NA,0.624488925339131,0.695766347225932,0.624488925339131,NA,-6.72344308618547,NA,-5.93664449693001,-6.08504520969576,-5.89216036484411,NA
8,"ld0527",23,NA,NA,NA,NA,NA,NA,-1.21402314017944,-1.26584820804402,NA,-1.21402314017944,-1.26584820804402,NA,1.10265597892685,0.852394920510552,NA,1.10265597892685,0.852394920510552,NA,-6.59178429772668,-6.78660727289635,NA,-5.79683673081788,-5.57574948274937,NA
8,"ld0527",23,NA,NA,NA,NA,NA,NA,-1.21402314017944,-1.26584820804402,NA,-1.21402314017944,-1.26584820804402,NA,1.10265597892685,0.852394920510552,NA,1.10265597892685,0.852394920510552,NA,-6.58817635635048,-6.7415497748989,NA,-5.99042147989054,-5.86343155520115,NA
9,"ld0527",23,NA,NA,NA,NA,NA,NA,NA,-1.09961278900169,-1.14885350510486,-1.09961278900169,NA,-1.14885350510486,NA,1.65513872056718,1.41735738738392,1.65513872056718,NA,1.41735738738392,NA,-5.81845304395913,-5.96518694756441,-5.9223182649971,NA,NA
9,"ld0527",23,NA,NA,NA,NA,NA,NA,NA,-1.09961278900169,-1.14885350510486,-1.09961278900169,NA,-1.14885350510486,NA,1.65513872056718,1.41735738738392,1.65513872056718,NA,1.41735738738392,NA,-5.82975259921307,-5.80460537740686,-5.6852305018889,NA,-5.36018451559081
10,"ld0527",23,NA,NA,NA,NA,NA,NA,NA,-1.05843049903528,-1.04128722204884,-1.05843049903528,-1.04128722204884,NA,NA,1.85400625513427,1.93679041384603,1.85400625513427,1.93679041384603,NA,NA,-6.10648504455935,-5.88801493790194,-5.37623244266438,-5.41070776660864,NA
10,"ld0527",23,NA,NA,NA,NA,NA,NA,NA,-1.05843049903528,-1.04128722204884,-1.05843049903528,-1.04128722204884,NA,NA,1.85400625513427,1.93679041384603,1.85400625513427,1.93679041384603,NA,NA,-6.1215229219239,NA,-5.52516348840021,-5.39453490736304,NA
1,"ld0528",23,NA,30,23.3,24.2,28,NA,NA,-1.58963528513792,-1.76026080216868,-1.58963528513792,-1.76026080216868,NA,NA,-0.711159165453511,-1.53510256281713,-0.711159165453511,-1.53510256281713,NA,NA,-6.21074941867434,-6.09738890200662,-6.44109653659387,-5.57467632663048,NA
1,"ld0528",23,NA,30,23.3,24.2,28,NA,NA,-1.58963528513792,-1.76026080216868,-1.58963528513792,-1.76026080216868,NA,NA,-0.711159165453511,-1.53510256281713,-0.711159165453511,-1.53510256281713,NA,NA,-6.31340357273443,-6.37113848869923,-6.5965106404679,-5.81064056637375,NA
2,"ld0528",23,NA,21.2,34,26,NA,21.4,NA,-1.51868354916564,-1.4961092271271,-1.51868354916564,NA,-1.4961092271271,NA,-0.368536236578751,-0.259525791263818,-0.368536236578751,NA,-0.259525791263818,NA,-6.59531534270589,-6.36014395387454,NA,NA,-6.0485145660403
2,"ld0528",23,NA,21.2,34,26,NA,21.4,NA,-1.51868354916564,-1.4961092271271,-1.51868354916564,NA,-1.4961092271271,NA,-0.368536236578751,-0.259525791263818,-0.368536236578751,NA,-0.259525791263818,NA,-6.22556831719981,-6.5265921615122,NA,NA,-6.45090747511149
3,"ld0528",23,34,17,NA,NA,26,17.2,-1.44392347395653,-1.59948758158093,NA,NA,-1.59948758158093,-1.44392347395653,-0.00752299877653467,-0.75873548782518,NA,NA,-0.75873548782518,-0.00752299877653467,-7.37800529843215,-6.2918145636056,NA,NA,-5.83667501493623,-5.77722244977774
3,"ld0528",23,34,17,NA,NA,26,17.2,-1.44392347395653,-1.59948758158093,NA,NA,-1.59948758158093,-1.44392347395653,-0.00752299877653467,-0.75873548782518,NA,NA,-0.75873548782518,-0.00752299877653467,-6.5866275173989,-6.08153467368292,NA,NA,-5.57903674897142,-5.88484419505817
4,"ld0528",23,NA,34,16.6,NA,28,18.3,NA,-1.67664666212755,-1.43548460531066,NA,-1.43548460531066,-1.67664666212755,NA,-1.13133342082703,0.0332279406080199,NA,0.0332279406080199,-1.13133342082703,NA,-6.60974375267905,-6.37956172847457,NA,-5.78884066114334,-6.45751016554031
4,"ld0528",23,NA,34,16.6,NA,28,18.3,NA,-1.67664666212755,-1.43548460531066,NA,-1.43548460531066,-1.67664666212755,NA,-1.13133342082703,0.0332279406080199,NA,0.0332279406080199,-1.13133342082703,NA,-6.55820448608511,-6.91009242331989,NA,-5.80497004307323,-6.53280592735738
5,"ld0528",23,30,NA,18.8,15.3,28,NA,-1.45243416362444,NA,-1.35479569406052,-1.45243416362444,-1.35479569406052,NA,-0.0486207588355985,NA,0.422871276622218,-0.0486207588355985,0.422871276622218,NA,-6.43008680752875,NA,-6.8178459832885,-6.47352550481802,-6.04853905693017,NA
5,"ld0528",23,30,NA,18.8,15.3,28,NA,-1.45243416362444,NA,-1.35479569406052,-1.45243416362444,-1.35479569406052,NA,-0.0486207588355985,NA,0.422871276622218,-0.0486207588355985,0.422871276622218,NA,-6.2256742929206,NA,-6.68187762254443,-6.33866520834344,-5.85359580776179,NA
6,"ld0528",23,16.2,NA,17.9,24,NA,28,-1.36257783450257,NA,-1.34323487165944,-1.36257783450257,NA,-1.34323487165944,0.385291649927628,NA,0.478697998505456,0.385291649927628,NA,0.478697998505456,-7.62850846065144,NA,-6.91403123983746,-6.37027087672255,NA,-5.58254111524503
6,"ld0528",23,16.2,NA,17.9,24,NA,28,-1.36257783450257,NA,-1.34323487165944,-1.36257783450257,NA,-1.34323487165944,0.385291649927628,NA,0.478697998505456,0.385291649927628,NA,0.478697998505456,-6.52875916219626,NA,-7.61050621049008,-6.45659545384846,NA,-5.49016779511402
7,"ld0528",23,NA,NA,NA,NA,NA,NA,-1.27654349716077,NA,-1.25878104082093,-1.27654349716077,-1.25878104082093,NA,0.800747822210182,NA,0.886521971803132,0.800747822210182,0.886521971803132,NA,-6.91709378813635,NA,-6.31155308187176,-6.2326941867073,-5.98503433082715,NA
7,"ld0528",23,NA,NA,NA,NA,NA,NA,-1.27654349716077,NA,-1.25878104082093,-1.27654349716077,-1.25878104082093,NA,0.800747822210182,NA,0.886521971803132,0.800747822210182,0.886521971803132,NA,-6.90089405692224,NA,-6.34859435355211,-6.43585244564125,-6.01559363340228,NA
8,"ld0528",23,NA,NA,NA,NA,NA,NA,-1.18090753139494,-1.19072757757592,NA,-1.18090753139494,-1.19072757757592,NA,1.26256985161416,1.21514926439237,NA,1.26256985161416,1.21514926439237,NA,-6.5979700883228,-6.27532941731471,NA,-5.75009662105919,-6.02375541978772,NA
8,"ld0528",23,NA,NA,NA,NA,NA,NA,-1.18090753139494,-1.19072757757592,NA,-1.18090753139494,-1.19072757757592,NA,1.26256985161416,1.21514926439237,NA,1.26256985161416,1.21514926439237,NA,-6.81356643400163,-6.82414843751992,NA,-5.57543793701081,-5.74311917416914,NA
9,"ld0528",23,NA,NA,NA,NA,NA,NA,NA,-1.10563690360507,-1.13631415585212,-1.10563690360507,NA,-1.13631415585212,NA,1.62604852621177,1.47790937400246,1.62604852621177,NA,1.47790937400246,NA,-6.49375367361774,-6.17397612467478,-5.91667750901106,NA,-6.39653641582019
9,"ld0528",23,NA,NA,NA,NA,NA,NA,NA,-1.10563690360507,-1.13631415585212,-1.10563690360507,NA,-1.13631415585212,NA,1.62604852621177,1.47790937400246,1.62604852621177,NA,1.47790937400246,NA,-6.34624753650915,-6.29195790822013,-5.88063757252787,NA,-5.88174611904763
10,"ld0528",23,NA,NA,NA,NA,NA,NA,-1.07294454191953,NA,-1.01335244471729,-1.01335244471729,NA,-1.07294454191953,1.78391855657874,NA,2.07168627080631,2.07168627080631,NA,1.78391855657874,-6.51363890615118,NA,NA,-5.74401406605483,NA,-5.96173996822327
10,"ld0528",23,NA,NA,NA,NA,NA,NA,-1.07294454191953,NA,-1.01335244471729,-1.01335244471729,NA,-1.07294454191953,1.78391855657874,NA,2.07168627080631,2.07168627080631,NA,1.78391855657874,-6.52043548872566,NA,NA,-5.73640946666961,NA,-6.04840835086894
1,"ld0529",23,NA,30,23,23.7,28,NA,NA,-1.52785792544168,-1.68200860526894,-1.52785792544168,-1.68200860526894,NA,NA,-0.412838911167632,-1.15722601722916,-0.412838911167632,-1.15722601722916,NA,NA,-6.88795349174451,-5.93950701749072,-6.96226080626398,-5.7948407377677,NA
1,"ld0529",23,NA,30,23,23.7,28,NA,NA,-1.52785792544168,-1.68200860526894,-1.52785792544168,-1.68200860526894,NA,NA,-0.412838911167632,-1.15722601722916,-0.412838911167632,-1.15722601722916,NA,NA,-6.54919814910873,-5.96460243734326,-6.12669328566227,-5.99639365648954,NA
2,"ld0529",23,24.6,32,NA,NA,22.6,24,-1.85150947363383,-1.8773173575897,NA,NA,-1.8773173575897,-1.85150947363383,-1.97573853380353,-2.10036371270649,NA,NA,-2.10036371270649,-1.97573853380353,-7.12027331779757,-6.38439084413161,NA,NA,-5.50576307604543,-6.0609778315376
2,"ld0529",23,24.6,32,NA,NA,22.6,24,-1.85150947363383,-1.8773173575897,NA,NA,-1.8773173575897,-1.85150947363383,-1.97573853380353,-2.10036371270649,NA,NA,-2.10036371270649,-1.97573853380353,-7.45881380748284,-6.51289288835113,NA,NA,-5.77956980200359,-5.88247506084601
3,"ld0529",23,34,17,NA,NA,26,16.8,-1.59948758158093,-1.77195684193188,NA,NA,-1.77195684193188,-1.59948758158093,-0.75873548782518,-1.59158224361684,NA,NA,-1.59158224361684,-0.75873548782518,-6.6359637834289,-6.3516433478251,NA,NA,-6.01401445353443,-5.64396935750321
3,"ld0529",23,34,17,NA,NA,26,16.8,-1.59948758158093,-1.77195684193188,NA,NA,-1.77195684193188,-1.59948758158093,-0.75873548782518,-1.59158224361684,NA,NA,-1.59158224361684,-0.75873548782518,-6.98917820119319,-6.02781558973126,NA,NA,-5.99415282744771,-5.49720969432235
4,"ld0529",23,NA,NA,30,18.5,24,NA,-1.54177926396029,NA,-1.51868354916564,-1.51868354916564,-1.54177926396029,NA,-0.480064465436885,NA,-0.368536236578751,-0.368536236578751,-0.480064465436885,NA,-6.18352478633313,NA,-6.32366371909257,-6.22666709672897,-5.71822464048758,NA
4,"ld0529",23,NA,NA,30,18.5,24,NA,-1.54177926396029,NA,-1.51868354916564,-1.51868354916564,-1.54177926396029,NA,-0.480064465436885,NA,-0.368536236578751,-0.368536236578751,-0.480064465436885,NA,-6.55777487509337,NA,-6.66344417413254,NA,-6.13833789783308,NA
5,"ld0529",23,NA,34,17.9,28,NA,15.3,NA,-1.50959257746438,-1.52326021619305,-1.52326021619305,NA,-1.50959257746438,NA,-0.32463631915013,-0.39063676787553,-0.39063676787553,NA,-0.32463631915013,NA,-6.80812055709564,-6.85553281883569,-6.42445086473919,NA,-6.47963205354947
5,"ld0529",23,NA,34,17.9,28,NA,15.3,NA,-1.50959257746438,-1.52326021619305,-1.52326021619305,NA,-1.50959257746438,NA,-0.32463631915013,-0.39063676787553,-0.39063676787553,NA,-0.32463631915013,NA,-6.5686682677395,-6.75894703826312,-6.1768357848843,NA,-6.37947372507893
6,"ld0529",23,NA,15.5,17.7,26,28,NA,NA,-1.73160554640831,-1.42711635564015,-1.73160554640831,-1.42711635564015,NA,NA,-1.39672754602951,0.0736378639506656,-1.39672754602951,0.0736378639506656,NA,NA,-7.01899105336341,-6.43360352553093,-5.97866260318642,-5.70647750037944,NA
6,"ld0529",23,NA,15.5,17.7,26,28,NA,NA,-1.73160554640831,-1.42711635564015,-1.73160554640831,-1.42711635564015,NA,NA,-1.39672754602951,0.0736378639506656,-1.39672754602951,0.0736378639506656,NA,NA,-7.39000125738852,-6.12633044360198,-6.01802614232578,-5.84844776164983,NA
7,"ld0529",23,NA,NA,NA,NA,NA,NA,NA,-1.46533756846034,-1.43129172705063,NA,-1.46533756846034,-1.43129172705063,NA,-0.110930754450962,0.0534751721969694,NA,-0.110930754450962,0.0534751721969694,NA,-5.84555485041476,-6.30969347417486,NA,-5.79872181507055,-5.65675257307866
7,"ld0529",23,NA,NA,NA,NA,NA,NA,NA,-1.46533756846034,-1.43129172705063,NA,-1.46533756846034,-1.43129172705063,NA,-0.110930754450962,0.0534751721969694,NA,-0.110930754450962,0.0534751721969694,NA,-6.18432858402425,-6.10656878975114,NA,-6.09721480362655,-5.89728786710474
8,"ld0529",23,NA,NA,NA,NA,NA,NA,-1.26940060964839,-1.32425897020044,NA,-1.26940060964839,-1.32425897020044,NA,0.835240523573693,0.570331823200922,NA,0.835240523573693,0.570331823200922,NA,-6.16620830004946,-6.56246641337059,NA,-6.19493783101022,-5.91584581904726,NA
8,"ld0529",23,NA,NA,NA,NA,NA,NA,-1.26940060964839,-1.32425897020044,NA,-1.26940060964839,-1.32425897020044,NA,0.835240523573693,0.570331823200922,NA,0.835240523573693,0.570331823200922,NA,-6.222903643726,-6.34283780416382,NA,-5.84806894142725,-5.55647181813937,NA
9,"ld0529",23,NA,NA,NA,NA,NA,NA,-1.23443201181064,-1.2837377727948,NA,NA,-1.23443201181064,-1.2837377727948,1.00410240194257,0.76600696978304,NA,NA,1.00410240194257,0.76600696978304,-6.48625091071186,-6.51611495210686,NA,NA,-5.35653176699274,-6.04244846308432
9,"ld0529",23,NA,NA,NA,NA,NA,NA,-1.23443201181064,-1.2837377727948,NA,NA,-1.23443201181064,-1.2837377727948,1.00410240194257,0.76600696978304,NA,NA,1.00410240194257,0.76600696978304,-6.2697948663292,-6.80417289376059,NA,NA,NA,-5.74710351788698
10,"ld0529",23,NA,NA,NA,NA,NA,NA,-1.27296567581289,NA,-1.1679623668029,-1.1679623668029,NA,-1.27296567581289,0.818024970012197,NA,1.32508150332374,1.32508150332374,NA,0.818024970012197,-6.62974234077485,NA,-6.20928139953175,-5.3609695664234,NA,-6.3630189617897
10,"ld0529",23,NA,NA,NA,NA,NA,NA,-1.27296567581289,NA,-1.1679623668029,-1.1679623668029,NA,-1.27296567581289,0.818024970012197,NA,1.32508150332374,1.32508150332374,NA,0.818024970012197,-6.6246790388183,NA,-6.25095756995186,-6.01329475246309,NA,-5.68909629639839
1,"ld0530",23,NA,30,23.2,24.2,28,NA,NA,-1.51412773262978,-1.57503648571677,-1.51412773262978,-1.57503648571677,NA,NA,-0.346536391422849,-0.640662181169936,-0.346536391422849,-0.640662181169936,NA,NA,-6.48734293197082,-6.50735464556089,-6.77025083335706,-5.66857885897507,NA
1,"ld0530",23,NA,30,23.2,24.2,28,NA,NA,-1.51412773262978,-1.57503648571677,-1.51412773262978,-1.57503648571677,NA,NA,-0.346536391422849,-0.640662181169936,-0.346536391422849,-0.640662181169936,NA,NA,-6.39819022653985,-6.50735464556089,-6.23529758327628,-5.67559643163371,NA
2,"ld0530",23,23.9,32,NA,NA,22.3,24,-1.91054300521802,-1.50058350752202,NA,NA,-1.50058350752202,-1.91054300521802,-2.26080895831151,-0.281131901847406,NA,NA,-0.281131901847406,-2.26080895831151,-6.83919991545119,-6.57479894884475,NA,NA,NA,-6.1846270805766
2,"ld0530",23,23.9,32,NA,NA,22.3,24,-1.91054300521802,-1.50058350752202,NA,NA,-1.50058350752202,-1.91054300521802,-2.26080895831151,-0.281131901847406,NA,NA,-0.281131901847406,-2.26080895831151,-7.26914315057305,-6.84525271733636,NA,NA,-6.31664862976925,-6.23902115264239
3,"ld0530",23,34,17,NA,NA,26,17,-1.44392347395653,-1.50959257746438,NA,NA,-1.50959257746438,-1.44392347395653,-0.00752299877653467,-0.32463631915013,NA,NA,-0.32463631915013,-0.00752299877653467,-6.59394462321596,-6.1993164749245,NA,NA,-6.0008006164316,-5.59106241739227
3,"ld0530",23,34,17,NA,NA,26,17,-1.44392347395653,-1.50959257746438,NA,NA,-1.50959257746438,-1.44392347395653,-0.00752299877653467,-0.32463631915013,NA,NA,-0.32463631915013,-0.00752299877653467,-6.12946417462634,-6.1750040942802,NA,NA,-5.74860735693957,-5.59759924286513
4,"ld0530",23,17.4,NA,30,18.5,24,NA,-1.58963528513792,NA,-1.36649173382371,-1.36649173382371,-1.58963528513792,NA,-0.711159165453511,NA,0.366391595822504,0.366391595822504,-0.711159165453511,NA,-6.81443216446003,NA,-6.43567525618345,-6.30991762893377,-5.63306052411585,NA
4,"ld0530",23,17.4,NA,30,18.5,24,NA,-1.58963528513792,NA,-1.36649173382371,-1.36649173382371,-1.58963528513792,NA,-0.711159165453511,NA,0.366391595822504,0.366391595822504,-0.711159165453511,NA,-6.85179641120489,NA,-6.38079864595762,-7.24594360492965,-6.05544884736528,NA
5,"ld0530",23,NA,34,17.9,28,NA,15.9,NA,-1.43129172705063,-1.40649706843741,-1.40649706843741,NA,-1.43129172705063,NA,0.0534751721969694,0.173207528820752,0.173207528820752,NA,0.0534751721969694,NA,-6.94084281818863,-6.1110893984593,-6.56573337401427,NA,-5.73466371448642
5,"ld0530",23,NA,34,17.9,28,NA,15.9,NA,-1.43129172705063,-1.40649706843741,-1.40649706843741,NA,-1.43129172705063,NA,0.0534751721969694,0.173207528820752,0.173207528820752,NA,0.0534751721969694,NA,-6.45035921631269,-6.3068339755854,-6.05421233992818,NA,-5.92297331312499
6,"ld0530",23,NA,15.5,17.7,26,28,NA,NA,-1.42711635564015,-1.78976146656538,-1.42711635564015,-1.78976146656538,NA,NA,0.0736378639506656,-1.67756002211448,0.0736378639506656,-1.67756002211448,NA,NA,-6.91656480905198,-6.71171159117578,-6.17070687201898,-6.19828248929531,NA
6,"ld0530",23,NA,15.5,17.7,26,28,NA,NA,-1.42711635564015,-1.78976146656538,-1.42711635564015,-1.78976146656538,NA,NA,0.0736378639506656,-1.67756002211448,0.0736378639506656,-1.67756002211448,NA,NA,-6.91656480905198,-6.45123036942393,-5.85821822036892,-6.46264682672131,NA
7,"ld0530",23,NA,NA,NA,NA,NA,NA,NA,-1.4784096500277,-1.37832619147071,NA,-1.4784096500277,-1.37832619147071,NA,-0.174055282860608,0.309243500922553,NA,-0.174055282860608,0.309243500922553,NA,-6.97921546077888,-6.77952317587955,NA,-5.93405522855339,-5.70641899824715
7,"ld0530",23,NA,NA,NA,NA,NA,NA,NA,-1.4784096500277,-1.37832619147071,NA,-1.4784096500277,-1.37832619147071,NA,-0.174055282860608,0.309243500922553,NA,-0.174055282860608,0.309243500922553,NA,-6.78505944633793,-6.87152471424218,NA,-5.89778652081593,-5.81339111779932
8,"ld0530",23,NA,NA,NA,NA,NA,NA,-1.23787435600162,-1.20731170559145,NA,-1.23787435600162,-1.20731170559145,NA,0.987479467595099,1.13506521238642,NA,0.987479467595099,1.13506521238642,NA,-6.27432603607757,-7.02247208158958,NA,-6.07750897391752,-6.67076686431156,NA
8,"ld0530",23,NA,NA,NA,NA,NA,NA,-1.23787435600162,-1.20731170559145,NA,-1.23787435600162,-1.20731170559145,NA,0.987479467595099,1.13506521238642,NA,0.987479467595099,1.13506521238642,NA,-6.35656413431454,-7.17361802091508,NA,-5.82102900233572,-5.89846154048781,NA
9,"ld0530",23,NA,NA,NA,NA,NA,NA,-1.2413285908697,-1.26584820804402,NA,NA,-1.2413285908697,-1.26584820804402,0.970799113671303,0.852394920510552,NA,NA,0.970799113671303,0.852394920510552,-6.03707010206125,-6.08879167060523,NA,NA,-5.36172502068555,-5.63876593429868
9,"ld0530",23,NA,NA,NA,NA,NA,NA,-1.2413285908697,-1.26584820804402,NA,NA,-1.2413285908697,-1.26584820804402,0.970799113671303,0.852394920510552,NA,NA,0.970799113671303,0.852394920510552,-5.76178854280793,-6.14163415197961,NA,NA,-5.26689091801471,-5.28965376274164
10,"ld0530",23,NA,NA,NA,NA,NA,NA,NA,-1.15201306539522,-1.13631415585212,-1.15201306539522,-1.13631415585212,NA,NA,1.40210000451925,1.47790937400246,1.40210000451925,1.47790937400246,NA,NA,-6.15969279367737,-5.77570728343721,-5.6216220045786,NA,NA
10,"ld0530",23,NA,NA,NA,NA,NA,NA,NA,-1.15201306539522,-1.13631415585212,-1.15201306539522,-1.13631415585212,NA,NA,1.40210000451925,1.47790937400246,1.40210000451925,1.47790937400246,NA,NA,-6.30339951434354,-5.8816558614466,-5.84997226856448,-5.2924653766241,NA
1,"ld0539",23,25,30,NA,24.4,24,NA,-1.62455155024415,-1.59454929994035,NA,-1.59454929994035,-1.62455155024415,NA,-0.879768331277677,-0.734888734872359,NA,-0.734888734872359,-0.879768331277677,NA,-7.11279253344978,-6.3260999849247,NA,-5.61847637463324,-6.63736762588849,NA
1,"ld0539",23,25,30,NA,24.4,24,NA,-1.62455155024415,-1.59454929994035,NA,-1.59454929994035,-1.62455155024415,NA,-0.879768331277677,-0.734888734872359,NA,-0.734888734872359,-0.879768331277677,NA,-6.9888673626307,-6.37043348594026,NA,-5.69494673862508,-6.0937521792995,NA
2,"ld0539",23,25.1,NA,34,NA,24,24.6,-1.59948758158093,NA,-1.57503648571677,NA,-1.59948758158093,-1.57503648571677,-0.75873548782518,NA,-0.640662181169936,NA,-0.75873548782518,-0.640662181169936,-6.35309562144249,NA,-6.45049145805727,NA,-6.18515538691975,-5.73350380542925
2,"ld0539",23,25.1,NA,34,NA,24,24.6,-1.59948758158093,NA,-1.57503648571677,NA,-1.59948758158093,-1.57503648571677,-0.75873548782518,NA,-0.640662181169936,NA,-0.75873548782518,-0.640662181169936,-6.7277890708839,NA,-6.46729857637365,NA,-6.12860403347456,-6.3441373677064
3,"ld0539",23,NA,30,19.2,21.9,NA,28,NA,-1.77785656405906,-1.56542102701733,-1.77785656405906,NA,-1.56542102701733,NA,-1.62007175197156,-0.594229538234124,-1.62007175197156,NA,-0.594229538234124,NA,-6.86168199505554,-6.9142619663551,NA,NA,-6.11204617108099
3,"ld0539",23,NA,30,19.2,21.9,NA,28,NA,-1.77785656405906,-1.56542102701733,-1.77785656405906,NA,-1.56542102701733,NA,-1.62007175197156,-0.594229538234124,-1.62007175197156,NA,-0.594229538234124,NA,-6.90371152729918,-6.7255929341304,NA,NA,-5.86402302388416
4,"ld0539",23,32,17,NA,26,19.6,NA,-1.56542102701733,-1.52326021619305,NA,-1.52326021619305,-1.56542102701733,NA,-0.594229538234124,-0.39063676787553,NA,-0.39063676787553,-0.594229538234124,NA,-6.84641632421577,-6.57577431031433,NA,-6.45433434500135,-6.18181534745935,NA
4,"ld0539",23,32,17,NA,26,19.6,NA,-1.56542102701733,-1.52326021619305,NA,-1.52326021619305,-1.56542102701733,NA,-0.594229538234124,-0.39063676787553,NA,-0.39063676787553,-0.594229538234124,NA,-6.63345097781732,-6.74978721396926,NA,-6.23871906010793,-6.39137734958884,NA
5,"ld0539",23,18.7,NA,32,24,26,NA,-1.50959257746438,NA,-1.56542102701733,-1.50959257746438,-1.56542102701733,NA,-0.32463631915013,NA,-0.594229538234124,-0.32463631915013,-0.594229538234124,NA,-6.98484755848612,NA,-6.6231099277222,-6.27011217458089,-6.18837531859705,NA
5,"ld0539",23,18.7,NA,32,24,26,NA,-1.50959257746438,NA,-1.56542102701733,-1.50959257746438,-1.56542102701733,NA,-0.32463631915013,NA,-0.594229538234124,-0.32463631915013,-0.594229538234124,NA,-7.17924826535636,NA,-6.44193057550702,-6.34133097909599,-6.00314043126474,NA
6,"ld0539",23,NA,17.2,30,17,26,NA,NA,-1.53247687129797,-1.77195684193188,-1.77195684193188,-1.53247687129797,NA,NA,-0.435143605138979,-1.59158224361684,-1.59158224361684,-0.435143605138979,NA,NA,-6.83397179744047,-6.57190962142115,-6.58865102100967,-6.10673244130624,NA
6,"ld0539",23,NA,17.2,30,17,26,NA,NA,-1.53247687129797,-1.77195684193188,-1.77195684193188,-1.53247687129797,NA,NA,-0.435143605138979,-1.59158224361684,-1.59158224361684,-0.435143605138979,NA,NA,-6.63189109066605,-6.38250420973879,-6.96841688581025,-6.1752002405837,NA
7,"ld0539",23,17.7,32,NA,NA,17,24,-1.48722027970985,-1.48280526150073,NA,NA,-1.48280526150073,-1.48722027970985,-0.216601440548843,-0.19528150455131,NA,NA,-0.19528150455131,-0.216601440548843,-6.61250436549193,-6.76132858742637,NA,NA,-6.62172143456995,-6.4118334126592
7,"ld0539",23,17.7,32,NA,NA,17,24,-1.48722027970985,-1.48280526150073,NA,NA,-1.48280526150073,-1.48722027970985,-0.216601440548843,-0.19528150455131,NA,NA,-0.19528150455131,-0.216601440548843,-6.8279139262064,-7.13641340077598,NA,NA,-6.17023685309145,-6.49643418181214
8,"ld0539",23,NA,NA,NA,NA,NA,NA,NA,-1.40649706843741,-1.40649706843741,-1.40649706843741,-1.40649706843741,NA,NA,0.173207528820752,0.173207528820752,0.173207528820752,0.173207528820752,NA,NA,-6.67247159310566,-6.77752888769725,-6.30550714011245,-6.40265050180173,NA
8,"ld0539",23,NA,NA,NA,NA,NA,NA,NA,-1.40649706843741,-1.40649706843741,-1.40649706843741,-1.40649706843741,NA,NA,0.173207528820752,0.173207528820752,0.173207528820752,0.173207528820752,NA,NA,-6.69742364271915,-7.27787323399565,-6.43150418569012,-6.0997341847781,NA
9,"ld0539",23,NA,NA,NA,NA,NA,NA,-1.35479569406052,NA,-1.36649173382371,-1.36649173382371,-1.35479569406052,NA,0.422871276622218,NA,0.366391595822504,0.366391595822504,0.422871276622218,NA,-6.63027734681646,NA,-6.28033489780553,-5.98390404815344,-5.85705809233103,NA
9,"ld0539",23,NA,NA,NA,NA,NA,NA,-1.35479569406052,NA,-1.36649173382371,-1.36649173382371,-1.35479569406052,NA,0.422871276622218,NA,0.366391595822504,0.366391595822504,0.422871276622218,NA,-6.98768328493979,NA,-6.47512322336461,-5.84670292663996,-6.61981409758496,NA
10,"ld0539",23,NA,NA,NA,NA,NA,NA,-1.41058705368894,NA,-1.33560124680437,-1.41058705368894,NA,-1.33560124680437,0.153457163213355,NA,0.515560449718732,0.153457163213355,NA,0.515560449718732,-6.70813965191028,NA,-6.45500245662867,-5.86320410766358,NA,-6.16842083541166
